1,AOFVPM,JXVTEWSNHA,4400817871 Dell Way,,CJDEZLD,AK,10802,US,1,JXVTEWSNHA@dell.com,4400817871,3,6140502929687501,2018/08,user1,password,30,80000,F
2,JBPUUN,HWSYYODMGW,8561065673 Dell Way,,FUVZZPK,ID,36754,US,1,HWSYYODMGW@dell.com,8561065673,1,4382690429687500,2015/09,user2,password,22,20000,M
3,HHPRVS,MFTMLYTCPK,9909637451 Dell Way,,TPOJDFL,SC,56538,US,1,MFTMLYTCPK@dell.com,9909637451,4,4109954833984375,2015/08,user3,password,53,20000,M
4,NDYDXS,HLBZRDWVPE,7139984130 Dell Way,,EVMENTK,IL,61185,US,1,HLBZRDWVPE@dell.com,7139984130,4,7497039794921876,2017/02,user4,password,44,100000,F
5,NRLCYX,OIMJWILHZH,9951385498 Dell Way,,TOFTVKN,VA,12471,US,1,OIMJWILHZH@dell.com,9951385498,3,1454559326171875,2017/03,user5,password,79,80000,M
6,FVDCTI,YHIDTVSPTG,2023925781 Dell Way,,DABUWFD,ND,11282,US,1,YHIDTVSPTG@dell.com,2023925781,3,7769775390625001,2018/07,user6,password,23,60000,F
7,SHLGPN,QENZSYEIEZ,3610076904 Dell Way,,LZCQCLY,AR,90513,US,1,QENZSYEIEZ@dell.com,3610076904,2,7921386718750001,2017/03,user7,password,63,80000,F
8,MPQWVQ,SOJETOXGEP,8240539550 Dell Way,,SPJMCTP,NJ,72199,US,1,SOJETOXGEP@dell.com,8240539550,1,6184173583984376,2019/11,user8,password,62,80000,F
9,RZIOHE,CWWTEICBQV,3824859619 Dell Way,,OLKHMND,KS,76417,US,1,CWWTEICBQV@dell.com,3824859619,5,9631408691406252,2019/09,user9,password,39,100000,F
10,BUNPYB,WQICNFHXOR,6456359863 Dell Way,,CMJMUNJ,OH,57892,US,1,WQICNFHXOR@dell.com,6456359863,2,1053009033203125,2018/02,user10,password,63,100000,F
11,TMJUOJ,YQEJDTYPAI,2138183593 Dell Way,,BQDWWPS,TX,11321,US,1,YQEJDTYPAI@dell.com,2138183593,4,6554138183593751,2016/01,user11,password,30,80000,F
12,IJRUUN,PUXDQKGDWB,3558166503 Dell Way,,LOHOFIC,SD,22123,US,1,PUXDQKGDWB@dell.com,3558166503,4,9056823730468752,2018/09,user12,password,62,40000,M
13,FWFGOZ,BCNLCGXGDD,8534423828 Dell Way,,YCBBIXK,MI,95152,US,1,BCNLCGXGDD@dell.com,8534423828,3,8578643798828126,2018/05,user13,password,36,20000,M
14,YKGPGR,YLXAYPUODF,7223205566 Dell Way,,JAKCRWB,SD,69584,US,1,YLXAYPUODF@dell.com,7223205566,5,5771087646484376,2018/02,user14,password,68,80000,M
15,AWQSCO,YBHDZQHXJS,8038665771 Dell Way,,FEGNXCX,MI,17209,US,1,YBHDZQHXJS@dell.com,8038665771,1,9769287109375000,2018/11,user15,password,33,60000,F
16,TCKIZB,GEGDQXYFUQ,9486938476 Dell Way,,RXLXRDQ,NE,47982,US,1,GEGDQXYFUQ@dell.com,9486938476,3,6206970214843751,2017/04,user16,password,46,40000,F
17,UFBKPB,FEQLPSLRKV,4978424072 Dell Way,,PFYWKZE,VA,61698,US,1,FEQLPSLRKV@dell.com,4978424072,4,7376464843750001,2015/04,user17,password,36,60000,M
18,SSXKKX,IKOJTTTTDF,6893341064 Dell Way,,HRXJNCX,GA,56614,US,1,IKOJTTTTDF@dell.com,6893341064,3,7188598632812501,2015/01,user18,password,23,20000,F
19,HSDKBR,SFSQROCOBZ,8287780761 Dell Way,,MZSNRSJ,MA,14496,US,1,SFSQROCOBZ@dell.com,8287780761,1,1547393798828125,2016/10,user19,password,33,40000,F
20,ALNPTK,JVYQZBOWKH,4616973876 Dell Way,,HAPKAAL,TX,94306,US,1,JVYQZBOWKH@dell.com,4616973876,4,6504150390625001,2019/11,user20,password,60,60000,F
21,UMPPOV,RIAGIGUJWD,9113677978 Dell Way,,SQXENXU,WV,27762,US,1,RIAGIGUJWD@dell.com,9113677978,4,9580322265625000,2019/11,user21,password,63,20000,M
22,GGTUES,MCUWDHOMTE,8550079345 Dell Way,,SZAQREB,IL,70894,US,1,MCUWDHOMTE@dell.com,8550079345,3,4340942382812500,2018/03,user22,password,64,40000,F
23,ZHATDB,AJQIKKCOSI,5379150390 Dell Way,,RWNOBMG,ME,87698,US,1,AJQIKKCOSI@dell.com,5379150390,1,6092163085937501,2018/10,user23,password,81,100000,F
24,WQTVTW,XXNLCJVLEA,1436157226 Dell Way,,RUBCKRU,DC,22856,US,1,XXNLCJVLEA@dell.com,1436157226,2,1166992187500000,2019/08,user24,password,21,100000,M
25,LAGKRU,AVDQOZMFHU,9988464355 Dell Way,,IMPCZTD,MN,74044,US,1,AVDQOZMFHU@dell.com,9988464355,4,6774688720703126,2018/12,user25,password,68,40000,M
26,HOSGOM,YRTQLUTZFQ,3267578125 Dell Way,,XPXNMLX,WA,26463,US,1,YRTQLUTZFQ@dell.com,3267578125,2,7574218750000001,2019/08,user26,password,21,80000,F
27,OOLBZD,PBERIIQKLF,2157135009 Dell Way,,REMNULA,KY,43829,US,1,PBERIIQKLF@dell.com,2157135009,5,7599487304687501,2019/08,user27,password,65,60000,M
28,TYMJCX,VLCWTBKYBE,7027374267 Dell Way,,FDPDQPR,OR,92405,US,1,VLCWTBKYBE@dell.com,7027374267,2,8279541015625001,2016/12,user28,password,74,40000,F
29,KEPFYE,JHDFBUTWAL,9044189453 Dell Way,,LULMTGO,CA,92979,US,1,JHDFBUTWAL@dell.com,9044189453,5,1536682128906250,2017/08,user29,password,72,80000,F
30,XUFOBN,USATOXWUHK,7035339355 Dell Way,,MBQATTF,DC,15177,US,1,USATOXWUHK@dell.com,7035339355,1,4112701416015625,2018/10,user30,password,49,100000,M
31,HMWCCD,DXIJVBVGXG,2561706542 Dell Way,,HFFVWXV,NJ,13680,US,1,DXIJVBVGXG@dell.com,2561706542,1,4203063964843750,2017/03,user31,password,83,80000,M
32,XNSZZW,VDJHEZTSAQ,1289489746 Dell Way,,VTVDSJQ,VT,90068,US,1,VDJHEZTSAQ@dell.com,1289489746,4,5039672851562500,2015/03,user32,password,48,20000,M
33,NGTXFA,UFOUWIOZWQ,9090881347 Dell Way,,FVJJAOK,CT,39242,US,1,UFOUWIOZWQ@dell.com,9090881347,2,9461395263671876,2015/11,user33,password,83,60000,F
34,QOQLAW,DGHROYPUKV,7910949707 Dell Way,,TDNAATI,VT,51602,US,1,DGHROYPUKV@dell.com,7910949707,1,6678558349609376,2015/09,user34,password,88,60000,M
35,GVQPGV,LTJAMQKJAH,4936676025 Dell Way,,PWLYJNA,WV,87865,US,1,LTJAMQKJAH@dell.com,4936676025,4,3996520996093750,2018/06,user35,password,58,20000,F
36,GYWZPP,BKHMCWHUYP,2716339111 Dell Way,,FHOWGHS,UT,30797,US,1,BKHMCWHUYP@dell.com,2716339111,3,9012878417968752,2017/01,user36,password,90,20000,M
37,GEDGMY,BCIHNMKYPH,3862487792 Dell Way,,MKYOVUU,NH,88305,US,1,BCIHNMKYPH@dell.com,3862487792,5,3411224365234375,2019/09,user37,password,27,80000,F
38,EABLWD,AFVUURHUXV,3681213378 Dell Way,,GMABAJS,MD,26237,US,1,AFVUURHUXV@dell.com,3681213378,1,7703857421875001,2015/01,user38,password,56,40000,M
39,EXDAEV,GOJORWYYCD,5058349609 Dell Way,,OUXBWVK,NC,70474,US,1,GOJORWYYCD@dell.com,5058349609,2,9544891357421876,2019/09,user39,password,61,40000,F
40,FPMJFM,RYRZGNGXMI,8262786865 Dell Way,,NOIJEHF,WA,76568,US,1,RYRZGNGXMI@dell.com,8262786865,4,7180084228515626,2016/10,user40,password,22,80000,M
41,IBMAVQ,OPOUQSTWEL,5557952880 Dell Way,,UALBNHB,IA,98382,US,1,OPOUQSTWEL@dell.com,5557952880,4,1639129638671875,2016/12,user41,password,80,40000,F
42,HBZEBF,HUQCGDFOEQ,8816223144 Dell Way,,CLTIBHS,UT,61080,US,1,HUQCGDFOEQ@dell.com,8816223144,1,8158416748046876,2019/08,user42,password,63,60000,M
43,FZGBGG,KUHXJSFBPJ,3541137695 Dell Way,,JRZFXJY,NV,28149,US,1,KUHXJSFBPJ@dell.com,3541137695,2,5787841796875001,2016/03,user43,password,25,20000,M
44,VRVAMP,YHPTWXVPHU,3329925537 Dell Way,,DORKZCK,AL,71866,US,1,YHPTWXVPHU@dell.com,3329925537,1,3057739257812500,2015/11,user44,password,73,20000,F
45,BYCOZO,WKKKRVYHAQ,8275421142 Dell Way,,BRKYPFK,KY,66079,US,1,WKKKRVYHAQ@dell.com,8275421142,1,1947296142578125,2016/04,user45,password,41,100000,M
46,IFOMZL,JKKPWIKYNK,3994873046 Dell Way,,PUCDFCI,MO,66620,US,1,JKKPWIKYNK@dell.com,3994873046,1,6530517578125001,2015/04,user46,password,78,60000,M
47,FCNGAO,UCZJXNFHMI,7777465820 Dell Way,,KTVKLST,CA,17355,US,1,UCZJXNFHMI@dell.com,7777465820,5,6740081787109376,2016/06,user47,password,24,60000,F
48,IXFIEI,EHFEIBNZVL,8401763916 Dell Way,,XEMMSGY,IL,36957,US,1,EHFEIBNZVL@dell.com,8401763916,5,6668945312500001,2018/01,user48,password,37,40000,M
49,WNSGXM,CVBHJQNLDZ,5746643066 Dell Way,,BAXKTEC,ME,71012,US,1,CVBHJQNLDZ@dell.com,5746643066,5,8534423828125001,2016/06,user49,password,81,20000,M
50,NFBFFF,FYPTHRUXYV,3983062744 Dell Way,,GCBXDXJ,WI,44340,US,1,FYPTHRUXYV@dell.com,3983062744,4,8987609863281251,2016/06,user50,password,67,40000,F
51,NUUTMV,OHJBXTJHFI,5065216064 Dell Way,,BWGKDWP,RI,27715,US,1,OHJBXTJHFI@dell.com,5065216064,4,4899871826171875,2018/10,user51,password,30,40000,M
52,SFWBTA,DCOONFCHBK,7362457275 Dell Way,,DGVNGZX,CT,35598,US,1,DCOONFCHBK@dell.com,7362457275,3,3652648925781250,2016/07,user52,password,77,60000,F
53,VOCNYS,MLXOJWRDNC,6273162841 Dell Way,,HOUJWTM,LA,49786,US,1,MLXOJWRDNC@dell.com,6273162841,2,6688171386718751,2017/06,user53,password,79,20000,F
54,CBFGKS,LDOWUFYIDP,1148864746 Dell Way,,AYNKAGX,NH,23732,US,1,LDOWUFYIDP@dell.com,1148864746,3,9250183105468752,2018/03,user54,password,47,100000,F
55,KNIIQG,HNXMIRLPKX,5083618164 Dell Way,,DRDGCCR,TN,54165,US,1,HNXMIRLPKX@dell.com,5083618164,4,4766387939453125,2018/02,user55,password,78,40000,M
56,NZKSQJ,VWBTJGVUHO,3025604248 Dell Way,,EDTKHEO,IA,38674,US,1,VWBTJGVUHO@dell.com,3025604248,4,7285552978515626,2018/08,user56,password,22,40000,M
57,IHEJHY,GGQTPHSISA,1277130126 Dell Way,,SQDSJNW,NH,54563,US,1,GGQTPHSISA@dell.com,1277130126,4,5981201171875001,2016/07,user57,password,73,20000,F
58,OTHUVS,HOKCKCRERR,5390960693 Dell Way,,TXTOGCG,OR,97970,US,1,HOKCKCRERR@dell.com,5390960693,2,8210601806640626,2018/05,user58,password,53,100000,F
59,YFQODY,LQBRTCQFGT,2367248535 Dell Way,,ZTXOXWQ,OK,75794,US,1,LQBRTCQFGT@dell.com,2367248535,4,2374938964843750,2017/08,user59,password,70,100000,M
60,BKPMLT,PIPJTCCZBK,8910430908 Dell Way,,CKLHLFG,NM,90375,US,1,PIPJTCCZBK@dell.com,8910430908,3,4705139160156250,2016/12,user60,password,71,40000,M
61,PQXRGC,NSOANLZXSG,1367492675 Dell Way,,CGMPBKD,WY,76590,US,1,NSOANLZXSG@dell.com,1367492675,1,7122131347656251,2019/09,user61,password,72,20000,M
62,PRZBXW,QXODXOGEQV,9767089843 Dell Way,,RWLZRSB,SD,77219,US,1,QXODXOGEQV@dell.com,9767089843,5,3827056884765625,2015/03,user62,password,39,100000,M
63,GFWLFY,TKJOQYTTKO,1942626953 Dell Way,,ZQILQSM,NY,34150,US,1,TKJOQYTTKO@dell.com,1942626953,1,2257934570312500,2017/03,user63,password,65,100000,F
64,VQXCGM,SSCJMYCLCN,6790618896 Dell Way,,IUVTOBE,WY,48446,US,1,SSCJMYCLCN@dell.com,6790618896,4,9106536865234376,2019/11,user64,password,53,60000,M
65,TJTHJA,VTLFCGQTIG,6331115722 Dell Way,,MTOJSZK,ID,89996,US,1,VTLFCGQTIG@dell.com,6331115722,4,4126159667968750,2019/10,user65,password,77,60000,F
66,QZRMEO,GWHZVKIKRY,3597717285 Dell Way,,XHTNYXQ,AR,33719,US,1,GWHZVKIKRY@dell.com,3597717285,4,3322509765625000,2016/05,user66,password,84,100000,F
67,IFYGYV,CPFJEUXIBT,3774871826 Dell Way,,SOOJCBU,AL,38811,US,1,CPFJEUXIBT@dell.com,3774871826,1,5733184814453126,2016/09,user67,password,61,60000,M
68,RSPBHA,UZPHMDNEOJ,3051422119 Dell Way,,NRSSQDY,OR,15072,US,1,UZPHMDNEOJ@dell.com,3051422119,3,2203002929687500,2019/06,user68,password,75,80000,M
69,PVHZWI,ECZZPCBIKL,4954528808 Dell Way,,TUPWOXF,HI,26119,US,1,ECZZPCBIKL@dell.com,4954528808,2,2950897216796875,2019/10,user69,password,80,40000,F
70,YBUHNF,RHEWMVXPEL,6333862304 Dell Way,,RVZZNCB,NE,87623,US,1,RHEWMVXPEL@dell.com,6333862304,4,6224548339843751,2016/10,user70,password,46,100000,F
71,ZBKIJA,IFUMBXKOLS,8189727783 Dell Way,,OPPFJUX,ND,83086,US,1,IFUMBXKOLS@dell.com,8189727783,5,7931274414062501,2015/08,user71,password,55,100000,M
72,SRQKWZ,NGPRQYOHNF,6383575439 Dell Way,,WEDSROQ,WY,99991,US,1,NGPRQYOHNF@dell.com,6383575439,3,5726593017578126,2015/10,user72,password,83,60000,F
73,AYVCDW,JTBIABJAFO,6079254150 Dell Way,,TJLCVKI,WA,63742,US,1,JTBIABJAFO@dell.com,6079254150,5,6262725830078126,2016/04,user73,password,35,80000,M
74,RTMNEK,MZXABCKIYV,9961273193 Dell Way,,OMKXNCW,ME,77752,US,1,MZXABCKIYV@dell.com,9961273193,2,1271636962890625,2017/02,user74,password,43,40000,M
75,AYUUUT,PBBOSDHTIJ,9917877197 Dell Way,,NXYYWOY,OH,37597,US,1,PBBOSDHTIJ@dell.com,9917877197,3,9462493896484376,2018/06,user75,password,30,80000,F
76,INFAEN,HWOJADHOAT,5847991943 Dell Way,,BXUFJLU,UT,92359,US,1,HWOJADHOAT@dell.com,5847991943,4,3248626708984375,2018/08,user76,password,70,100000,M
77,DJWUTY,UCDAYLFQFI,7804107666 Dell Way,,TQYEQEK,AZ,45505,US,1,UCDAYLFQFI@dell.com,7804107666,4,8484710693359376,2018/05,user77,password,54,80000,F
78,HEGQAZ,IZNBOKDKDH,1230438232 Dell Way,,FBGPWIP,WA,76233,US,1,IZNBOKDKDH@dell.com,1230438232,4,6720855712890626,2015/02,user78,password,56,60000,F
79,ARZKBI,VCXPSEPBHO,6925750732 Dell Way,,QQVOQOY,KS,14606,US,1,VCXPSEPBHO@dell.com,6925750732,2,8135894775390626,2019/03,user79,password,82,60000,M
80,TATMHL,QCYAFTOIAX,5838104248 Dell Way,,SHUBFGO,AL,22950,US,1,QCYAFTOIAX@dell.com,5838104248,2,5108062744140625,2019/01,user80,password,47,20000,M
81,JJEJMI,JOSLJFZEJL,5231658935 Dell Way,,FVXSLSH,MO,25839,US,1,JOSLJFZEJL@dell.com,5231658935,2,4785888671875000,2015/06,user81,password,39,40000,F
82,OWTQOR,ZMYRQTXOKJ,5487640380 Dell Way,,UFHBJIL,AZ,51154,US,1,ZMYRQTXOKJ@dell.com,5487640380,1,8088378906250001,2015/08,user82,password,77,60000,F
83,WTICBF,NKPMXLFOXO,9684692382 Dell Way,,PFQLUIO,MT,70867,US,1,NKPMXLFOXO@dell.com,9684692382,1,3630676269531250,2015/01,user83,password,47,20000,F
84,QAXTWJ,MOKUEGNISL,7976867675 Dell Way,,TMBNYLQ,HI,33269,US,1,MOKUEGNISL@dell.com,7976867675,5,4719696044921875,2016/03,user84,password,79,60000,M
85,AIEZZN,WBOWRKPSRH,6672790527 Dell Way,,WQLQWOD,DE,40682,US,1,WBOWRKPSRH@dell.com,6672790527,5,4162414550781250,2017/08,user85,password,19,40000,M
86,XVFUQG,FGNTVAUZDA,8393524169 Dell Way,,WRJKUCY,LA,86245,US,1,FGNTVAUZDA@dell.com,8393524169,4,2850646972656250,2018/10,user86,password,65,80000,F
87,KTNTHP,XMUYKWOSYU,5035552978 Dell Way,,NNBQLVH,NE,61817,US,1,XMUYKWOSYU@dell.com,5035552978,5,7529998779296876,2016/05,user87,password,65,40000,M
88,FIODAJ,GJMXULKSQJ,5474731445 Dell Way,,BEFDDKB,RI,83089,US,1,GJMXULKSQJ@dell.com,5474731445,3,2052490234375000,2019/03,user88,password,55,100000,M
89,WNNGLT,BPBBERFYWL,5712310791 Dell Way,,OJVFBUE,UT,24364,US,1,BPBBERFYWL@dell.com,5712310791,5,5275604248046875,2016/01,user89,password,26,60000,F
90,YZEVBU,DVZBAFQSRK,3303833007 Dell Way,,TUKINRD,NH,91694,US,1,DVZBAFQSRK@dell.com,3303833007,5,6141052246093751,2019/07,user90,password,31,60000,M
91,RSEQNJ,QTYXLTUJJU,4304962158 Dell Way,,ADIIIRX,OH,54950,US,1,QTYXLTUJJU@dell.com,4304962158,5,1623474121093750,2018/12,user91,password,68,20000,F
92,RZFJBG,FLYNSFOKTB,5982299804 Dell Way,,UZOJCOR,MS,73036,US,1,FLYNSFOKTB@dell.com,5982299804,2,4553253173828125,2015/01,user92,password,31,40000,F
93,RSQQVA,URZEEWZOGW,5041046142 Dell Way,,EVELLJV,MD,33908,US,1,URZEEWZOGW@dell.com,5041046142,2,6194610595703126,2016/08,user93,password,76,100000,M
94,LVXARV,RGDALWBMVS,2601531982 Dell Way,,BILWFRC,KY,55126,US,1,RGDALWBMVS@dell.com,2601531982,4,1971466064453125,2017/07,user94,password,24,100000,M
95,MJVJCQ,QVIYITHFHL,3832275390 Dell Way,,KHOGWLB,UT,45145,US,1,QVIYITHFHL@dell.com,3832275390,2,7880737304687501,2019/09,user95,password,72,100000,F
96,XQEVFK,TSPZAYPLLJ,4468383789 Dell Way,,PPKACPG,CO,13743,US,1,TSPZAYPLLJ@dell.com,4468383789,1,1298828125000000,2019/04,user96,password,73,60000,F
97,GVWCSS,BCXYIMTTDS,3462310791 Dell Way,,NLGVCNT,TN,86094,US,1,BCXYIMTTDS@dell.com,3462310791,3,6704376220703126,2016/08,user97,password,88,80000,M
98,ZRAPVI,TNLAOOMXIH,8754425048 Dell Way,,SJIOZXF,IA,36828,US,1,TNLAOOMXIH@dell.com,8754425048,1,9012054443359376,2016/11,user98,password,58,40000,M
99,LTALSI,REELEXZVEP,5556304931 Dell Way,,YKWCHGR,KY,99774,US,1,REELEXZVEP@dell.com,5556304931,4,6008941650390626,2018/07,user99,password,39,100000,M
100,BWEMEQ,RQVWQWZYAB,3154968261 Dell Way,,WWRTOOG,NM,98148,US,1,RQVWQWZYAB@dell.com,3154968261,5,9657775878906252,2016/06,user100,password,70,100000,M
101,WADDCC,ZJTNDESWNO,5978179931 Dell Way,,GUJGURD,RI,37578,US,1,ZJTNDESWNO@dell.com,5978179931,2,2334838867187500,2018/02,user101,password,90,100000,M
102,EGQDOI,XVTPICSUIS,8384460449 Dell Way,,TJZQAMD,IN,58260,US,1,XVTPICSUIS@dell.com,8384460449,3,2455413818359375,2018/05,user102,password,20,20000,F
103,POEUNC,BSFWZXACTF,6827972412 Dell Way,,BXVMIIQ,TX,36435,US,1,BSFWZXACTF@dell.com,6827972412,3,5991638183593751,2016/04,user103,password,47,60000,F
104,JDKBVG,DATURZVVCY,9039520263 Dell Way,,UJBASPW,WV,38515,US,1,DATURZVVCY@dell.com,9039520263,5,1245269775390625,2018/01,user104,password,60,20000,F
105,JVBWFB,ILGXBKHQTX,4363189697 Dell Way,,VNMPKFF,RI,73413,US,1,ILGXBKHQTX@dell.com,4363189697,1,9767089843750000,2016/08,user105,password,45,20000,F
106,DHDOTO,AOIIYJFFZB,3126129150 Dell Way,,JIKDULU,TX,77958,US,1,AOIIYJFFZB@dell.com,3126129150,2,5003967285156250,2015/08,user106,password,72,80000,F
107,GNWSEA,ILPJHQJIKY,8096069335 Dell Way,,WNVVJSP,MA,31071,US,1,ILPJHQJIKY@dell.com,8096069335,3,2525177001953125,2017/04,user107,password,38,100000,F
108,YPXANL,OFUBZJVPJA,7036712646 Dell Way,,KKVTJRL,VT,44683,US,1,OFUBZJVPJA@dell.com,7036712646,5,4446685791015625,2015/05,user108,password,73,60000,F
109,DIXDKS,FGRNLWRMKM,6129241943 Dell Way,,RNOEEWQ,IA,74237,US,1,FGRNLWRMKM@dell.com,6129241943,3,5772735595703126,2016/11,user109,password,77,80000,M
110,LWAZUJ,YAWCHGAGIJ,5559326171 Dell Way,,YXZOKMM,MT,23823,US,1,YAWCHGAGIJ@dell.com,5559326171,5,7504730224609376,2016/04,user110,password,21,80000,M
111,CWJJZZ,XWXPGJLKEL,1627868652 Dell Way,,BIUOCIV,NH,89315,US,1,XWXPGJLKEL@dell.com,1627868652,4,1750915527343750,2017/06,user111,password,86,100000,M
112,WFWDPA,TPTYUPJPQL,1270538330 Dell Way,,DDRVXIF,UT,15213,US,1,TPTYUPJPQL@dell.com,1270538330,4,1297729492187500,2015/07,user112,password,38,100000,M
113,MNLXYX,EFEHWTCLPX,5289611816 Dell Way,,JUTMNOY,OH,47482,US,1,EFEHWTCLPX@dell.com,5289611816,4,8340789794921876,2017/11,user113,password,66,100000,M
114,HHGECQ,BZREEBYISP,4993804931 Dell Way,,ULIWNUH,IN,75939,US,1,BZREEBYISP@dell.com,4993804931,1,5267089843750000,2016/01,user114,password,85,60000,M
115,QWEIFU,BMAJSRMCII,7918914794 Dell Way,,HSTGERL,MA,48877,US,1,BMAJSRMCII@dell.com,7918914794,2,9193603515625000,2019/05,user115,password,37,100000,F
116,BGWJPG,CPYGIDEOUF,5548614501 Dell Way,,ZMECFZE,OR,37861,US,1,CPYGIDEOUF@dell.com,5548614501,5,5998779296875001,2019/09,user116,password,58,20000,F
117,PHNAZQ,TRTXMOOKWM,8828857421 Dell Way,,FZRUOQB,UT,72888,US,1,TRTXMOOKWM@dell.com,8828857421,1,2154113769531250,2018/01,user117,password,51,80000,F
118,LMHBBY,IETWMEEOQZ,2389495849 Dell Way,,SDVCCRS,IL,88917,US,1,IETWMEEOQZ@dell.com,2389495849,5,8594024658203126,2016/11,user118,password,72,80000,F
119,AAPAKQ,LKVONVFVWP,5948791503 Dell Way,,YHZPPEQ,CO,25779,US,1,LKVONVFVWP@dell.com,5948791503,5,7309997558593751,2017/01,user119,password,37,80000,F
120,MGZXMJ,TABDZKMRES,3547454833 Dell Way,,QBBLNYA,WV,31055,US,1,TABDZKMRES@dell.com,3547454833,5,5842773437500001,2019/03,user120,password,22,20000,F
121,ZGXQPY,ITAWLDHIEW,3283782958 Dell Way,,MCOELMK,ME,57653,US,1,ITAWLDHIEW@dell.com,3283782958,2,9064239501953126,2015/04,user121,password,37,20000,F
122,WNBUIR,XPSFHKEFPW,2193389892 Dell Way,,EVNDLQE,RI,57845,US,1,XPSFHKEFPW@dell.com,2193389892,3,7554718017578126,2018/12,user122,password,41,80000,M
123,OQKRFI,OIGMPBWWGL,3938293457 Dell Way,,XYAIUBM,NH,92238,US,1,OIGMPBWWGL@dell.com,3938293457,3,9556976318359376,2019/06,user123,password,69,20000,F
124,GYYGKE,KVGLSJIZZA,2745178222 Dell Way,,ZYTHGPA,GA,92878,US,1,KVGLSJIZZA@dell.com,2745178222,4,7844207763671876,2016/11,user124,password,76,40000,M
125,RKGAAL,VGIBDBZNDB,2340057373 Dell Way,,TPQIJDF,VT,91521,US,1,VGIBDBZNDB@dell.com,2340057373,4,5726043701171876,2015/10,user125,password,71,80000,M
126,PVOCPT,CQJPTKQVSA,6370941162 Dell Way,,BOMNBUZ,AL,66953,US,1,CQJPTKQVSA@dell.com,6370941162,4,1536682128906250,2015/04,user126,password,62,80000,F
127,TZUZVM,ODNPYQHNLP,6765075683 Dell Way,,WMETMUT,TN,89049,US,1,ODNPYQHNLP@dell.com,6765075683,2,3381835937500000,2015/08,user127,password,19,100000,M
128,TYIWBG,ESKORKANZQ,4625762939 Dell Way,,NVWMBDR,VT,19113,US,1,ESKORKANZQ@dell.com,4625762939,1,6843627929687501,2019/12,user128,password,41,60000,M
